immune_process,functional_class,hours,mean_log2_cpm,n_genes
Toll; Encapsulation,Signaling,48,6.037249292038092,1
Toll; Encapsulation,Signaling,72,6.054667036940736,1
Toll; Encapsulation,Signaling,96,6.110984796834122,1
Toll; Encapsulation,Signaling,120,6.031365576954252,1
Toll; JAK-STAT; Phagocytosis,Recognition,0,0.8021138122299851,1
Toll; JAK-STAT; Phagocytosis,Recognition,1,0.7654332018294822,1
Toll; JAK-STAT; Phagocytosis,Recognition,2,0.9924945032273429,1
Toll; JAK-STAT; Phagocytosis,Recognition,3,1.178136727040899,1
Toll; JAK-STAT; Phagocytosis,Recognition,4,1.1077943391897576,1
Toll; JAK-STAT; Phagocytosis,Recognition,5,0.9667043911154989,1
Toll; JAK-STAT; Phagocytosis,Recognition,6,1.3893381425211562,1
Toll; JAK-STAT; Phagocytosis,Recognition,8,1.4998929932890133,1
Toll; JAK-STAT; Phagocytosis,Recognition,10,1.1946919412552017,1
Toll; JAK-STAT; Phagocytosis,Recognition,12,1.190625754600938,1
Toll; JAK-STAT; Phagocytosis,Recognition,14,1.1161321226342285,1
Toll; JAK-STAT; Phagocytosis,Recognition,16,0.8670161367216173,1
Toll; JAK-STAT; Phagocytosis,Recognition,20,0.933057785404317,1
Toll; JAK-STAT; Phagocytosis,Recognition,24,0.6393809026011208,1
Toll; JAK-STAT; Phagocytosis,Recognition,30,3.6246769460707906,1
Toll; JAK-STAT; Phagocytosis,Recognition,36,0.8847082561820356,1
Toll; JAK-STAT; Phagocytosis,Recognition,42,0.549471434823661,1
Toll; JAK-STAT; Phagocytosis,Recognition,48,0.716981736906088,1
Toll; JAK-STAT; Phagocytosis,Recognition,72,0.9222542103949103,1
Toll; JAK-STAT; Phagocytosis,Recognition,96,0.8938964077828997,1
Toll; JAK-STAT; Phagocytosis,Recognition,120,0.6900158151228837,1
Toll; PO-Melanization,Signaling,0,5.96313544262275,3
Toll; PO-Melanization,Signaling,1,6.034099662798561,3
Toll; PO-Melanization,Signaling,2,6.554587394380266,3
Toll; PO-Melanization,Signaling,3,6.252127959058462,3
Toll; PO-Melanization,Signaling,4,6.129375547546787,3
Toll; PO-Melanization,Signaling,5,5.873548797236207,3
Toll; PO-Melanization,Signaling,6,6.158852172288878,3
Toll; PO-Melanization,Signaling,8,6.149438342247703,3
Toll; PO-Melanization,Signaling,10,6.226265673859785,3
Toll; PO-Melanization,Signaling,12,6.158189877209293,3
Toll; PO-Melanization,Signaling,14,5.8756829917232265,3
Toll; PO-Melanization,Signaling,16,5.809076666945512,3
Toll; PO-Melanization,Signaling,20,5.978475087080736,3
Toll; PO-Melanization,Signaling,24,5.749844928869013,3
Toll; PO-Melanization,Signaling,30,5.964734044652498,3
Toll; PO-Melanization,Signaling,36,5.690629607789198,3
Toll; PO-Melanization,Signaling,42,5.6738794253162865,3
Toll; PO-Melanization,Signaling,48,5.8015777454665285,3
Toll; PO-Melanization,Signaling,72,5.655019745897765,3
Toll; PO-Melanization,Signaling,96,5.898564628036958,3
Toll; PO-Melanization,Signaling,120,5.553377714000146,3
Wound repair,Signaling,0,4.263242285059613,4
Wound repair,Other,0,7.206489298289086,2
Wound repair,Effector,0,2.4359858000521344,1
Wound repair,Other,1,7.26710694524681,2
Wound repair,Signaling,1,4.241094265672121,4
Wound repair,Effector,1,2.3548057932771,1
Wound repair,Other,2,7.252414727376833,2
Wound repair,Signaling,2,4.244198731858979,4
Wound repair,Effector,2,2.5950933310264057,1
Wound repair,Other,3,7.234033923858746,2
Wound repair,Signaling,3,4.140647903828822,4
Wound repair,Effector,3,2.1156680275807975,1
Wound repair,Other,4,7.166446007637761,2
Wound repair,Signaling,4,4.063144486544749,4
Wound repair,Effector,4,2.7544384965795103,1
Wound repair,Signaling,5,4.047014854640175,4
Wound repair,Other,5,7.034305867661663,2
Wound repair,Effector,5,2.1292829261320874,1
Wound repair,Other,6,7.2998654350370895,2
Wound repair,Signaling,6,4.195834615111295,4
Wound repair,Effector,6,2.648710938723722,1
Wound repair,Other,8,7.317115660728357,2
Wound repair,Signaling,8,4.09205724179687,4
Wound repair,Effector,8,2.6569796962319927,1
Wound repair,Other,10,7.440584518183448,2
Wound repair,Signaling,10,4.2943954171899055,4
Wound repair,Effector,10,2.474635226043367,1
Wound repair,Signaling,12,4.331731541506086,4
Wound repair,Other,12,7.5122577541530475,2
Wound repair,Effector,12,2.518102623182271,1
Wound repair,Other,14,7.509827832371368,2
Wound repair,Signaling,14,4.237870961875507,4
Wound repair,Effector,14,2.4585953924535113,1
Wound repair,Signaling,16,4.147337092108289,4
Wound repair,Other,16,7.365365033354319,2
Wound repair,Effector,16,2.47417111877967,1
Wound repair,Signaling,20,4.20380949552994,4
Wound repair,Other,20,7.26690846844262,2
Wound repair,Effector,20,2.2633842789363383,1
Wound repair,Other,24,7.29769343693211,2
Wound repair,Signaling,24,4.414731319901245,4
Wound repair,Effector,24,2.3138246651286942,1
Wound repair,Signaling,30,4.3433788159556235,4
Wound repair,Other,30,7.374032599737994,2
Wound repair,Effector,30,2.1335577428440264,1
Wound repair,Signaling,36,4.3532898956540516,4
Wound repair,Other,36,7.440624053421067,2
Wound repair,Effector,36,2.2997068978386146,1
Wound repair,Signaling,42,4.314449108438517,4
Wound repair,Other,42,7.341136337607566,2
Wound repair,Effector,42,2.2351012197540703,1
Wound repair,Other,48,7.2941342238311275,2
Wound repair,Signaling,48,4.426666296507975,4
Wound repair,Effector,48,2.4332295009002634,1
Wound repair,Other,72,7.247874274966829,2
Wound repair,Signaling,72,4.435879904516765,4
Wound repair,Effector,72,2.4594081076875955,1
Wound repair,Other,96,7.28692630053559,2
Wound repair,Signaling,96,4.470880282007025,4
Wound repair,Effector,96,2.041121286883362,1
Wound repair,Other,120,7.284705782290878,2
Wound repair,Signaling,120,4.604973306059645,4
Wound repair,Effector,120,2.0623543157865214,1
Wound repair; PO-Melanization,Signaling,0,2.898058703387439,1
Wound repair; PO-Melanization,Effector,0,5.046162796365887,2
Wound repair; PO-Melanization,Signaling,1,4.985062476498574,1
Wound repair; PO-Melanization,Effector,1,5.057775176148255,2
Wound repair; PO-Melanization,Signaling,2,5.364925718264699,1
Wound repair; PO-Melanization,Effector,2,4.791650679578442,2
Wound repair; PO-Melanization,Signaling,3,4.91149559384675,1
Wound repair; PO-Melanization,Effector,3,4.393880981547936,2
Wound repair; PO-Melanization,Signaling,4,4.6700421130379475,1
Wound repair; PO-Melanization,Effector,4,4.453000432531608,2
Wound repair; PO-Melanization,Signaling,5,3.912137954739578,1
Wound repair; PO-Melanization,Effector,5,4.270222325776413,2
Wound repair; PO-Melanization,Signaling,6,4.377502330520825,1
Wound repair; PO-Melanization,Effector,6,4.55206668993899,2
Wound repair; PO-Melanization,Signaling,8,4.814435785858571,1
Wound repair; PO-Melanization,Effector,8,4.587360240459843,2
Wound repair; PO-Melanization,Signaling,10,4.344441360443414,1
Wound repair; PO-Melanization,Effector,10,4.747590317018849,2
Wound repair; PO-Melanization,Signaling,12,4.565428060662128,1
Wound repair; PO-Melanization,Effector,12,4.511952833057469,2
Wound repair; PO-Melanization,Signaling,14,3.6960342546173575,1
Wound repair; PO-Melanization,Effector,14,4.43515298688035,2
Wound repair; PO-Melanization,Signaling,16,3.760645548651542,1
Wound repair; PO-Melanization,Effector,16,4.50670031232097,2
Wound repair; PO-Melanization,Signaling,20,4.294895367588644,1
Wound repair; PO-Melanization,Effector,20,4.688548606258964,2
Wound repair; PO-Melanization,Signaling,24,3.358342384468946,1
Wound repair; PO-Melanization,Effector,24,5.106715850870217,2
Wound repair; PO-Melanization,Signaling,30,4.657423171163948,1
Wound repair; PO-Melanization,Effector,30,4.83047080049796,2
Wound repair; PO-Melanization,Signaling,36,3.8610017883170062,1
Wound repair; PO-Melanization,Effector,36,4.816359852782356,2
Wound repair; PO-Melanization,Signaling,42,3.810116396500569,1
Wound repair; PO-Melanization,Effector,42,5.009427888091814,2
Wound repair; PO-Melanization,Signaling,48,3.596145786504015,1
Wound repair; PO-Melanization,Effector,48,4.989713200657308,2
Wound repair; PO-Melanization,Signaling,72,3.8783035310591227,1
Wound repair; PO-Melanization,Effector,72,4.9053626981466865,2
Wound repair; PO-Melanization,Signaling,96,3.775999289953832,1
Wound repair; PO-Melanization,Effector,96,4.782146912612714,2
Wound repair; PO-Melanization,Signaling,120,3.747638646374443,1
Wound repair; PO-Melanization,Effector,120,5.024602977086508,2
Wound repair; PO-Melanization; ROS,Effector,0,6.428150098084158,1
Wound repair; PO-Melanization; ROS,Effector,1,6.82015262412197,1
Wound repair; PO-Melanization; ROS,Effector,2,6.803350518264605,1
Wound repair; PO-Melanization; ROS,Effector,3,6.866994082337892,1
Wound repair; PO-Melanization; ROS,Effector,4,6.601191287979898,1
Wound repair; PO-Melanization; ROS,Effector,5,6.375723472519368,1
Wound repair; PO-Melanization; ROS,Effector,6,6.612557160594411,1
Wound repair; PO-Melanization; ROS,Effector,8,6.525941065563877,1
Wound repair; PO-Melanization; ROS,Effector,10,6.643314754408534,1
Wound repair; PO-Melanization; ROS,Effector,12,6.463904734294932,1
Wound repair; PO-Melanization; ROS,Effector,14,6.381864675232576,1
Wound repair; PO-Melanization; ROS,Effector,16,6.3122021066094725,1
Wound repair; PO-Melanization; ROS,Effector,20,6.2840457211999645,1
Wound repair; PO-Melanization; ROS,Effector,24,6.2672992731539985,1
Wound repair; PO-Melanization; ROS,Effector,30,6.5441199650725554,1
Wound repair; PO-Melanization; ROS,Effector,36,6.498265662437515,1
Wound repair; PO-Melanization; ROS,Effector,42,6.293854637279144,1
Wound repair; PO-Melanization; ROS,Effector,48,6.331326628871658,1
Wound repair; PO-Melanization; ROS,Effector,72,6.3346435643935655,1
Wound repair; PO-Melanization; ROS,Effector,96,6.306753365045396,1
Wound repair; PO-Melanization; ROS,Effector,120,6.29072206093861,1
nan,nan,0,1.9787722849955038,7
nan,nan,1,3.882480367626958,7
nan,nan,2,4.327191866894023,7
nan,nan,3,4.351701966994729,7
nan,nan,4,4.40935434187787,7
nan,nan,5,4.620212451182205,7
nan,nan,6,4.577179861160963,7
nan,nan,8,4.675612505923744,7
nan,nan,10,4.3488206233317355,7
nan,nan,12,4.39364300547648,7
nan,nan,14,4.11591205040899,7
nan,nan,16,4.091746743493438,7
nan,nan,20,4.677271813119069,7
nan,nan,24,3.162291380960414,7
nan,nan,30,4.695261163646711,7
nan,nan,36,3.6171639853918065,7
nan,nan,42,4.528347185826876,7
nan,nan,48,3.737500521862576,7
nan,nan,72,3.8646132938349567,7
nan,nan,96,3.6436576782412478,7
nan,nan,120,3.305754482909721,7
